,Text,Class
950,මුළු අහසින් යට සිටින සෙනඟවල් පිටට ඔබ නිසා තැතිගැන්ම හා භය පමුණුවන්ට අද දවසේ පටන්ගනිමි ඔව්හු ඔබේ ප්‍රවෘත්තිය අසා ඔබ නිසා වෙවුලමින් අතිශයින් කැලඹෙන්නෝයයි ද්වීතීය කථාවේ හි දෙවියන්වහන්සේ ඉශ්‍රායෙල් සෙනඟට කීසේක ,Neutral
951,ඔබ භාවිතයෙන් ඉවත් කරන සමහර දේවල් තවත් අයෙක්ට අත්‍යවශ්‍ය දෙයක් විය හැකි ඒවා Bundlhub තුලින් තවත් කෙනෙකුට ලබා දී අන් යට උපකාරයක් වන අතරම පරිසරයද ආරක්ෂාකර ගන්න bundlhub srilanka share ,Neutral
952,පසුගිය දිනවල කොළඹ නගරය පුරා භීතිය පැතිරූ පප්පා කළ අමානුෂික ඝාතන එකින් එක වමරායි රහස් තොරතුරු සියල්ල එළියට  Read moregtgtgt  ,Neutral
953,අහක ඉන්න කවදාවත් දැකලත් නැති අදාලත් නැති සිපයිලා trigger වෙද්දී තමයි ආතල් 😂😂 ඒ අස්සේ අර කුහක කමට ඇරියස් කවර් කරන්න එන උන් ඊටත් වඩා ආතල් අහිංසක ජීවිත 🤭,Neutral
954,      වෙරළට කිසිම හානියක් අද නෑරනිල්  අක්කර  ක් උඩට ගන්න මුහුද යට අක්කර  ක් යන්නේ නෑ  අනුර   මුහුදේ හැ  ක් අයිතිවෙන චීන කොලනියක් අද නැප ච රණවක   කවුද යකෝ මේ වගේ බොරු කියල තියෙන්නේ  කෝ යකෝ පොර්ට් සිටිය නතර කොරන්න ඕන කියපු එවුන්,Neutral
955,සයිටම් වහන්න හොර උපාධි කඩ එපා සරසවි ප්‍රවේශ වැඩි කරන්න තාමත් ආරම්භ නොකල සබරගමු වයඹ වෛද්‍ය පීඨ කඩිනමින් ආරම්භ කරන්න  අපි එදා පාරක් පාරක් ගානේ උන්ගෙ වතුර පාරවල් කඳුළු ගෑස් කකා වින්ද දුක අද වගේ මතකයි ඒ ,Neutral
956,හුංගම පොලිස් වසමේ රන්න නගරය ආසන්නයේ මෝටර් රථයක් පුද්ගලික මගී ප්‍රවාහන බස් රථයක ගැටීමෙන් සිදුවූ රිය අනතුරින් මොර්ටර් රථය ධාවනය කරමින් සිටි වයස අවුරුදු  ක පුද්ගලයෙක් මියගොස් තිබේ ,Neutral
957,පොහොට්ටුවේ ජාතිවාදයට යට වෙන්න එපා ශ්‍රීලනිප සුරැකීම ජනපතිට දන්වයි  Ceylonnews SL LK   ,Political
958,ඇස් ඇරලා බලන්න දේශපාලනේ අහක දාන්න සෞන්දර්ය ටිකක් විදින්න එතකොට මේ රටේ තියෙන ඇත්ත ගැටලු පෙනෙයි අද news බලද්දී දකින්න ලැබෙන්නේ හරි අමුතු දේවල් අමානුෂික සත්ව  හිංසා මිනීමැරුම් අපයෝජන මේ ඔක්කෝම මැද්දේ බලයට පොරකන දේශපාලුවෝ ඉතින් කොහොමද නේද අපි රටේ ගැටලු දකින්නේ උන් රටේ ගැටලු හංගලා,Neutral
959,  රැවටෙන් එපා කවුරුත් හිනාව දැම්මට  විෂම පිරිල කාගෙ කාගෙත් හිත් යට  මූන පෙන්නන්න බයයි කවුරුත් ඇත්තට  බොරුවෙන් දුවන ලෝකෙ දෙවියොත් යන්නෙ වාසි පැත්තට,Neutral
960,මායාවෙන් වැසුණු තනිකම  “හ්ම් ජීවිතය හරි පුදුමයි මායාකාරී යි හීනයක් වගේ හිස් ම හිස්”  “වීමංසා ඇයි එහෙම කිව්වේ”  “බලන්න නදුන් මට මතකයි  වසරෙදි අපේ ‘ශාන්ති’ කියලා යාළුවෙක් ව ගෙදරින් බන්දලා ,Neutral
961,    අම්මෝ ඉතින් 😂😂 උබලටත් සැරම එකේ පුකේ අමාරුවක් නේද තියෙන්නේ රෑට නින්ද යන්නේ නැද්ද බන් අහක යන තොප්පියක් දාගත්තේ නැත්නම්,Neutral
962,                                                  ප්‍රධාන පක්ෂ විසින් හොරකම් දුෂණය මුලදිම නැවත්වීමට උත්සාහ නොකර හෙළි වුවහොත් බොරු කොමිෂන් දමා යට ගැසීම ද  Prevention Is Better Than Cure Should Apply To Corruption As Well   මේකට කියන්නේ දැක්කොත් බුවා නොදැක්කොත් එබූවා       ,Neutral
963, මටත් මතකයි පොඩි කාලේ මං ෆොටෝස් ගන්නවට ආස නෑ ඒත් ඇල්බම්  ක්  ක විතර ෆොටෝස් තියෙනවා අම්මලා හොරෙන් අරගෙන රීල් දාන පෙට්ටිය වගේ කැමරා මං හැමදාම රීල් එක දාන්න ඉල්ලලා රීල් එකක් හරි පාවිච්චි කරන්න බැරි තත්වෙට පත් කරනවා 🙊😂❤️,Neutral
964,SriLanka s latest news service Thamillanka launched amid ThaiPongal dawn  සිංහල Buddhism ජනතාව රවටමින් සිංහල තරුණ ප්‍රජාව Racism යට යොමුකරවමින් බුද්ධ රාජ්‍යක් හදන්න SriLankanPolitics තෝරාගත්තු ඇල් වතුරත් නිවලා බිපු දේශප්‍රේමියා අවසානයේ නැවතුනු තැන ,Neutral
965,   අනේ මේ වස්සාගොන් කාර් කොම්පැනිය ගැන ඔක්කොම අපෙන් හංගගෙන හිටියනේ මෙච්චර දවස්  හැබැයි VW  කොම්පැනියෙන් කිව්වා වගේ මතකයි මෙහේ එයාලගේ essemble point එකක් දාන්න අදහසක් නෑ කියලා  අමතක වුණා වත්ද ,Neutral
966,කොළඹ වරාය නගරය ඉදිරිකිරිම සඳහා වන මුහුද ගොඩකිරිමේ කටයුතු මේ වන විට සම්පූර්ණයෙන්ම අවසන් කර ඇති බව මහානගර හා බස්නාහිර සංවර්ධන අමාත්‍යාංශය සදහන් කරයි,Neutral
967,එක පාරක් මට මතකයි ඉස්කෝලෙදි පන්තියේ ඉස්සරහට ඇවිත් ඉංග්‍රීසින් කතාවක් කරන්න කියලා ටීචර් Stop watch එක එකේ විනාඩි ක් count කරගෙන හිටියා බොලන්ලා දන්නවා නම් මම ඒ විනාඩි  ම කොරේ ඉස්සරහට වෙලා හිනා වෙවේවි සපත්තු දෙනෙකෙන් ,Neutral
