"En,sinhala"
"phi,ග්‍රීක හෝඩියේ විසි එක්වන අකුර"
"philander,සල්ලාලනය කරනවා "
"philanderer,සල්ලාලයා"
"philanthropic,පරාර්ථකාමියා"
"philanthropist,පරාර්ථකාමියා "
"philanthropy,ජනහිතකාමය "
"philatelist,මුද්දර එකතු කරන්නා"
"philately,මුද්දර එකතු කිරීම"
"philippic,බැණ වැදීම "
"philistine,අශිෂ්ටයා "
"philistinism,පිලිස්තීනු දෘස්ටිය "
"philological,වාග්විද්‍යාත්මක"
"philologist,වාග්විද්‍යාඥයා"
"philology,භාෂාශාස්ත්‍රය "
"philosopher,ආපදාවන්හි කම්පා නොවන්නා "
"philosophic,කම්පා නොවන "
"philosophical,කම්පා නොවන "
"philosophize,ඥානවන්ත ලෙස කියනවා "
"philosophy,ආන්වික්ෂිකී ශාස්ත්‍රය "
"philter,ඉනා බේත "
"philtre,ඉණාව "
"phlebitis,ධමනීපාකය "
"phlegm,අලසකම "
"phlegmatic,අලස "
"phloem,ප්ලෝයම"
"phlogiston,ප්ලොස්ටන් "
"phlox,ශාකයක්"
"phobia,භීතිකාව"
"phoenix,අද්විතීයයා "
"phonation,ස්වනය"
"phone,අමතනවා "
"phoneme,ශබ්දාණුව"
"phonetic,වාග්විෂයක "
"phonetician,භාෂා විද්‍යාඥයා "
"phonetics,ශබ්ද විද්‍යාව "
"phonogram,පොනෝග්‍රෑමය "
"phonograph,තැටි වාදන යන්ත්‍රය "
"phonology,ශබ්ද විද්‍යාව "
"phonon,පෝනෝනය"
"phonoscope,ධ්වනීක්ෂය"
"phony,බොරු "
"phosphatase,පොස්පටේස්"
"phosphate,පොස්පේට් "
"phosphor-bronze,පොස්පර් ලෝකඩ"
"phosphor,ප්‍රකාශද"
"phosphoresce,ස්ථූරදීපනය වෙනවා "
"phosphorescence,අග්නිරහිත දීප්තිය "
"phosphorescent,ස්ඵුරදීප්ත "
"phosphorus,ප්‍රකාශද"
"photo,ඡයාරූපය"
"photos,ඡයාරූප"
"photo-dissociation,ප්‍රකාශ විඝටනය"
"photo-elasticity,ප්‍රකාශ ප්‍රත්‍යාස්ථතාව"
"photo-electricity,ප්‍රකාශ විද්‍යුතය"
"photo-electrons,ප්‍රකාශ ඉලෙක්ට්‍රෝන"
"photo-engraving,සේයා නිරේඛණය"
"photo-finish,ඡායා නිර්ණය "
"photo-lithography,ඡායා ලිතෝ මුද්‍රණ ක්‍රමය"
"photo-offset,පොටෝ සප්සෙට් ම්‍රද්‍රණය"
"photo-oxidation,ප්‍රකාශඔක්සිකරණය"
"photo-phobia,ප්‍රභා භීතිකාව"
"photo-synthesis,ප්‍රභා සංස්ලේශණය"
"photo,ඡායා "
"photobiotic,ප්‍රකාශවී"
"photocathode,ප්‍රකාශ කැතෝඩය"
"photocell,පකාශ කෝෂය "
"photochemical,ප්‍රකාශ රසායන"
"photochemistry,ප්‍රකාශ රසායනය"
"photocomposition,සේයා වර්ණයෝජනය"
"photoconductivity,ප්‍රකාශ සන්නායකතාව"
"photoconductor,ප්‍රකාශ සන්නායක"
"photocopier,ඡායා පිටපත් යන්ත්‍රය"
"photocopy,ඡායා පිටපත"
"photocopying,ඡායා පිටපත් ගැනීම"
"photocurrent,ප්‍රකාශ ධාරාව"
"photodiode,ප්‍රකාශ ඩයෝඩය "
"photodisintegration,ප්‍රකාශ පෘථක්කරණය"
"photodynamic,ප්‍රකාශගති"
"photoelectric,ප්‍රකාශ විද්‍යුතයට අයත් "
"photoelectron,ප්‍රකාශ ඉලෙක්ට්‍රෝනය"
"photoelectron,ප්‍රකාශ ඉලෙක්ට්‍රෝනය"
"photoengraving,ඡායා උත්කීරණය"
"photogenic,ඡායාකාන්ත "
"photograph,ඡායාරූප "
"photographer,ඡායාරූප ගන්නා "
"photographic,ඡායාරූප "
"photography,ඡායාරූප කලාව "
"photogravure,ඡායා උත්කීරණය "
"photolithography,ගල්වල කැටයම් කර මුද්‍රණය කිරීම"
"photoluminescence,ප්‍රකාශ සන්දීප්තිය"
"photolysis,ප්‍රකාශ විච්ඡේදනය "
"photolytic,ප්‍රකාශ විච්ඡේද්‍යු "
"photometer,දීප්තිමානය "
"photometric,දීප්තිමාපක "
"photometry,දීප්තිමිතිය "
"photomicrograph,අණ්වීක්ෂ ඡායාරූපය "
"photomultiplier,ප්‍රකාශ ගුණකය"
"photon,ෆෝටෝනය"
"photophobia,ආලෝක භීතිකාව "
"photoproduct,ප්‍රකාශ ඵලය"
"photoreaction,ප්‍රකාශ ප්‍රතික්‍රියාව"
"photoreceptive,ප්‍රභාග්‍රාහක ක්‍රියාවලිය"
"photoreceptor,ප්‍රභාග්‍රාහක ක්‍රියාවලිය "
"photosensitive,ආලෝක ප්‍රතිචාරි "
"photosensitivity,ප්‍රකාශ සංවේදිතාව"
"photosphere,ප්‍රකාශ ගෝලය "
"photostatic,ඡායාස්ථිතික"
"photosynthesis,ප්‍රභා සංශ්ලේෂණය "
"photosynthetic,ප්‍රභාසංශ්ලේෂ "
"phototonus,ප්‍රකාශතානය "
"phototransistor,ප්‍රකාශ ට්‍රාන්සිස්ටරය"
"phototropic,ප්‍රභාවර්තී"
"phototropism,ප්‍රකාශාවර්තනය "
"phototube,ප්‍රකාශ කපාටය"
"phrase,කැඩිය "
"phraseology,පදරචනාව "
"phrenologist,හිස් කටුවෙහි ආකාරය බලා ගතිගුණ කියන්නා"
"phrenology,කපාල ලක්ෂණ ශාස්ත්‍රය "
"phthisis,ක්ෂයරෝගය "
"phylactery,පොත්පත් අඩංගු කුඩා සම්පසුම්බිය"
"phylloclade,පත්‍රීස්කන්ධය"
"phylogenetic,වංශප්‍රවේණික"
"phylogeny,වංශ ප්‍රවේණිය "
"phylum,වංශය"
"physic,ඖෂධය "
"physical,ඉන්ද්‍රියගෝචර "
"physically,කයින් "
"physician,භෞතවෛද්‍ය "
"physicist,භෞතික විද්‍යාඥයා "
"physicochemical,භෞතරසායනික"
"physics,ද්‍රව්‍ය ධර්ම ශාස්ත්‍රය "
"physiochemical,භෞතික රසායනික"
"physiognomy,දේහ ලක්ෂණ විද්‍යාව "
"physiographic,භූ රූපණ"
"physiography,පෘථිවි විස්තරය "
"physiological,කායකර්ම "
"physiologist,කායික විද්‍යාඥයා"
"physiology,කායකර්මය "
"physiotherapy,කායික වකිත්සාව "
"physique,දේහය "
"phytoplankton,ශාක ප්ලවාංග"
"pi-meson,පයෝනය "
"pi,ග්‍රීක හෝඩියේ දහසයවෙනි අකුර "
"pianissimo,ඉතා හීන් හඬ "
"pianist,පියානෝ වාදකයා"
"piano,පියානාව "
"pianoforte,පියානාව"
"pianola,පියානෝ වර්ගයක්"
"piazza,ඉදිරියෙහි දිග ඉස්තෝප්පු ඇති සාප්පු පෙළ "
"pibroch,යුධහමුදා තූර්ය සංගීතය"
"picador,අශ්වයකු පිට නැඟී කුළු ගොනකු සමඟ සටන් කරන්නා"
"picaresque,චෞරාඛ්‍යානය "
"picayune,කුඩා කාසියක්"
"piccalilli,අච්චාරුවක්"
"piccolo,කුඩා නළාව"
"pick-a-back,කරපින්නාගෙන"
"pick-axe,ගල් කටුව"
"pick-lock,අගුළු හොරා"
"pick-me-up,රසායන බෙහෙත"
"pick-pocket,ගැටකපන්නා"
"pick-up,අහුළුව "
"pick,අවුළනවා "
"pickaxe,කුන්තානිය "
"picker-out,ඇහුළුම් කූර"
"picker,ඇහුළුම් කූර "
"picket,උල "
"picketing,අවහිර කිරිම "
"picking-out,ඇහිලීම"
"picking,මල සේදීම "
"pickings,ඇහිඳගත් දේ "
"pickle,අච්චාරු "
"pickles,අච්චාරු"
"pickpocket,ගැට කපන්නා"
"picks,හරස් නූල්"
"picky,කරදරකාර"
"picnic,සෙල්ලම් ගමනක යෙදෙනවා"
"pico,පිකෝ"
"picot,රේන්දවල අගට යොදන විවරයක් ඇති ගැටය"
"pictogram,චිත්‍රාක්ෂරය "
"pictograph,චිත්‍ර ආශ්‍රිත ලිඛිතය "
"pictography,රූප රේඛණය"
"pictorial,පින්තූර පිළිබඳ වූ "
"picture-gallery,චිත්‍ර මණ්ඩපය"
"picture-hat,ස්ත්‍රීන්ගේ ලොකු ගැටියක් ඇති තොප්පිය"
"picture-house,සිනමා ශාලාව"
"picture-postcard,එක පැත්තක පින්තූරයක් ඇති තැපැල් පත"
"picture-writing,අකුරු වෙනුවට රූප යොදා ලිවීම"
"picture,ඡායාරූපය "
"pictured,චිත්‍රයක් සහිත"
"picturesque,ඉතා ශෝභන "
"piddle,යමක් සුළුකොට තකනවා"
"piddling,නොවැදගත්"
"pidgin,පින්"
